Player,Nation,Pos,Squad,Comp,Born,GA,GA_per_90,SoTA,Saves,save_percentage,wins,draws,losses,clean_sheet,clean_sheet_percentage,penalties_attempted,penalties_allowed,penalties_saved,penalties_missed,penalty_save_percentage
Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,1988,1,1.0,3,2,66.7,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,
Tomáš Vaclík,cz CZE,GK,Sevilla,es La Liga,1989,31,0.95,96,68,69.8,15.0,12.0,6.0,14,42.4,3.0,2.0,1.0,0.0,33.3
Koke Vegas,es ESP,GK,Levante,es La Liga,1995,2,1.0,10,8,80.0,2.0,0.0,0.0,1,50.0,1.0,0.0,0.0,1.0,
Mauro Vigorito,it ITA,GK,Lecce,it Serie A,1990,9,1.91,27,19,70.4,3.0,0.0,1.0,1,25.0,1.0,1.0,0.0,0.0,0.0
Iván Villar,es ESP,GK,Celta Vigo,es La Liga,1997,5,1.61,11,6,54.5,0.0,1.0,2.0,1,33.3,0.0,0.0,0.0,0.0,
Felix Wiedwald,de GER,GK,Eint Frankfurt,de Bundesliga,1990,8,2.67,21,13,61.9,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,
Yoel,es ESP,GK,Eibar,es La Liga,1988,5,1.67,14,9,64.3,2.0,0.0,1.0,1,25.0,1.0,0.0,1.0,0.0,100.0
Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,1994,40,1.86,113,75,65.5,8.0,2.0,12.0,3,13.6,2.0,1.0,1.0,0.0,50.0
Leopold Zingerle,de GER,GK,Paderborn 07,de Bundesliga,1994,57,2.04,147,95,63.3,4.0,7.0,17.0,5,17.9,4.0,3.0,1.0,0.0,25.0
Adrián,es ESP,GK,Liverpool,eng Premier League,1987,9,3.0,19,10,52.6,1.0,1.0,1.0,1,33.3,0.0,0.0,0.0,0.0,
Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,eng Premier League,1995,0,0.0,2,2,100.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
Alisson,br BRA,GK,Liverpool,eng Premier League,1992,26,1.04,80,57,72.5,12.0,6.0,7.0,7,28.0,8.0,4.0,1.0,3.0,20.0
Saturnin Allagbé,bj BEN,GK,Dijon,fr Ligue 1,1993,10,2.0,24,14,58.3,0.0,2.0,3.0,1,20.0,1.0,0.0,0.0,1.0,
Nícolas Andrade,br BRA,GK,Udinese,it Serie A,1988,5,2.5,7,2,28.6,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Ángel,es ESP,GK,Granada,es La Liga,2002,2,2.0,7,6,85.7,0.0,0.0,1.0,0,0.0,2.0,1.0,1.0,0.0,50.0
Alphonse Areola,fr FRA,GK,Fulham,eng Premier League,1993,38,1.27,126,94,74.6,5.0,11.0,14.0,9,30.0,6.0,6.0,0.0,0.0,0.0
Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,1994,6,1.5,18,12,66.7,2.0,1.0,1.0,1,25.0,0.0,0.0,0.0,0.0,
Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,1989,32,1.1,88,64,69.3,11.0,13.0,5.0,7,24.1,7.0,5.0,1.0,1.0,16.7
Emil Audero,it ITA,GK,Sampdoria,it Serie A,1997,43,1.48,126,88,70.6,10.0,6.0,13.0,3,10.3,7.0,6.0,1.0,0.0,14.3
Édgar Badía,es ESP,GK,Elche,es La Liga,1992,43,1.48,131,91,70.2,5.0,11.0,13.0,5,17.2,8.0,4.0,3.0,1.0,42.9
Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,2001,4,4.0,4,0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,1.0,
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,1990,46,1.77,110,69,62.7,8.0,5.0,13.0,4,15.4,8.0,5.0,2.0,1.0,28.6
Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,1993,42,1.35,145,107,75.2,12.0,6.0,13.0,8,25.8,6.0,6.0,0.0,0.0,0.0
Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,1997,44,1.42,107,67,62.6,11.0,8.0,12.0,8,25.8,5.0,4.0,1.0,0.0,20.0
Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,1998,8,1.52,21,13,66.7,2.0,1.0,1.0,2,50.0,1.0,1.0,0.0,0.0,0.0
Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,1995,27,1.48,60,34,56.7,7.0,6.0,6.0,4,21.1,1.0,1.0,0.0,0.0,0.0
Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,1991,16,0.64,77,65,81.8,16.0,4.0,5.0,13,52.0,4.0,2.0,2.0,0.0,50.0
Claudio Bravo,cl CHI,GK,Betis,es La Liga,1983,17,1.55,41,26,63.4,5.0,2.0,4.0,4,36.4,3.0,2.0,1.0,0.0,33.3
Gianluigi Buffon,it ITA,GK,Juventus,it Serie A,1978,2,0.4,11,10,90.9,4.0,1.0,0.0,3,60.0,1.0,1.0,0.0,0.0,0.0
Roman Bürki,ch SUI,GK,Dortmund,de Bundesliga,1990,26,1.62,72,48,66.7,7.0,2.0,7.0,4,25.0,2.0,2.0,0.0,0.0,0.0
David Button,eng ENG,GK,West Brom,eng Premier League,1989,2,2.0,7,5,71.4,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,
Marcin Bułka,pl POL,GK,Paris S-G,fr Ligue 1,1999,1,1.0,3,2,66.7,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Willy Caballero,ar ARG,GK,Chelsea,eng Premier League,1981,3,3.0,3,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,
Marc-Aurèle Caillard,fr FRA,GK,Metz,fr Ligue 1,1994,10,2.49,20,13,65.0,0.0,1.0,3.0,0,0.0,3.0,3.0,0.0,0.0,0.0
Cárdenas,es ESP,GK,Levante,es La Liga,1997,2,0.67,22,18,90.9,1.0,1.0,1.0,1,33.3,1.0,0.0,0.0,1.0,
Kiko Casilla,es ESP,GK,Leeds United,eng Premier League,1986,1,1.0,2,1,50.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,1992,21,0.81,79,61,75.9,15.0,8.0,3.0,13,50.0,3.0,2.0,1.0,0.0,33.3
Sébastien Cibois,fr FRA,GK,Brest,fr Ligue 1,1998,4,1.33,10,7,70.0,1.0,1.0,1.0,1,33.3,1.0,1.0,0.0,0.0,0.0
Alberto Cifuentes,es ESP,GK,Cádiz,es La Liga,1979,3,1.5,6,3,50.0,1.0,0.0,1.0,1,50.0,0.0,0.0,0.0,0.0,
Jasper Cillessen,nl NED,GK,Valencia,es La Liga,1989,6,1.2,17,11,70.6,3.0,0.0,2.0,1,20.0,1.0,1.0,0.0,0.0,0.0
Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,1987,46,1.7,134,91,68.7,10.0,9.0,8.0,4,14.8,4.0,4.0,0.0,0.0,0.0
Alex Cordaz,it ITA,GK,Crotone,it Serie A,1983,74,2.55,169,97,59.2,4.0,3.0,22.0,2,6.9,5.0,5.0,0.0,0.0,0.0
Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,1983,9,1.5,26,17,69.2,0.0,5.0,1.0,1,16.7,1.0,1.0,0.0,0.0,0.0
Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,1987,42,1.35,120,82,68.3,10.0,6.0,15.0,12,38.7,5.0,4.0,1.0,0.0,20.0
Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,1992,23,0.79,83,66,79.5,19.0,6.0,4.0,12,41.4,8.0,6.0,2.0,0.0,25.0
Alessio Cragno,it ITA,GK,Cagliari,it Serie A,1994,50,1.72,157,108,71.3,5.0,7.0,17.0,4,13.8,5.0,5.0,0.0,0.0,0.0
Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,1998,5,5.0,11,7,63.6,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0
Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,1990,43,1.72,120,81,66.7,7.0,4.0,14.0,4,16.0,4.0,3.0,1.0,0.0,25.0
Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,1999,1,0.67,5,5,100.0,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0
Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,1992,34,1.23,101,68,69.3,4.0,10.0,14.0,7,25.0,5.0,3.0,1.0,1.0,25.0
Jaume Doménech,es ESP,GK,Valencia,es La Liga,1990,34,1.42,105,75,70.5,5.0,9.0,10.0,4,16.7,4.0,3.0,1.0,0.0,25.0
Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,1999,31,1.11,101,73,71.3,18.0,5.0,5.0,9,32.1,4.0,2.0,1.0,1.0,33.3
Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,1997,44,1.55,104,66,62.5,7.0,9.0,13.0,6,20.7,7.0,5.0,2.0,0.0,28.6
Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,1989,18,1.38,41,28,65.9,5.0,5.0,3.0,2,15.4,4.0,4.0,0.0,0.0,0.0
Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,1989,7,1.4,21,15,66.7,0.0,4.0,1.0,1,20.0,0.0,0.0,0.0,0.0,
Ederson,br BRA,GK,Manchester City,eng Premier League,1993,20,0.67,62,49,79.0,22.0,5.0,3.0,17,56.7,7.0,7.0,0.0,0.0,0.0
Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,1985,33,1.22,102,73,69.6,13.0,7.0,7.0,9,33.3,5.0,2.0,2.0,1.0,50.0
Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,1988,35,2.53,87,56,62.1,1.0,3.0,11.0,2,13.3,2.0,2.0,0.0,0.0,0.0
Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,1998,1,15.0,0,0,,0.0,0.0,0.0,0,,1.0,1.0,0.0,0.0,0.0
Aitor Fernández,es ESP,GK,Levante,es La Liga,1991,35,1.4,99,66,67.7,7.0,10.0,8.0,2,8.0,3.0,3.0,0.0,0.0,0.0
Álvaro Fernández,es ESP,GK,Huesca,es La Liga,1998,27,1.69,69,42,62.3,3.0,4.0,9.0,2,12.5,1.0,1.0,0.0,0.0,0.0
Andrés Fernández,es ESP,GK,Huesca,es La Liga,1986,17,1.31,41,26,65.9,1.0,8.0,4.0,4,30.8,3.0,3.0,0.0,0.0,0.0
Fraser Forster,eng ENG,GK,Southampton,eng Premier League,1988,5,1.0,14,10,71.4,3.0,0.0,2.0,2,40.0,1.0,1.0,0.0,0.0,0.0
David de Gea,es ESP,GK,Manchester Utd,eng Premier League,1990,29,1.23,77,53,67.5,12.0,8.0,4.0,9,37.5,4.0,4.0,0.0,0.0,0.0
Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,1987,42,1.56,136,100,73.5,9.0,5.0,13.0,5,18.5,10.0,6.0,2.0,2.0,25.0
David Gil,es ESP,GK,Cádiz,es La Liga,1994,2,2.0,3,1,33.3,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,1995,18,1.08,47,29,63.8,9.0,6.0,2.0,6,35.3,3.0,1.0,2.0,0.0,66.7
Alfred Gomis,sn SEN,GK,Rennes,fr Ligue 1,1993,20,1.33,57,38,66.7,3.0,4.0,8.0,2,13.3,2.0,1.0,0.0,1.0,0.0
Alfred Gomis,sn SEN,GK,Dijon,fr Ligue 1,1993,10,2.0,24,18,70.8,0.0,1.0,4.0,0,0.0,3.0,3.0,0.0,0.0,0.0
Etienne Green,fr FRA,GK,Saint-Étienne,fr Ligue 1,2000,0,0.0,1,2,100.0,1.0,0.0,0.0,1,100.0,1.0,0.0,1.0,0.0,100.0
Lennart Grill,de GER,GK,Leverkusen,de Bundesliga,1999,7,1.75,20,13,65.0,1.0,0.0,3.0,1,25.0,0.0,0.0,0.0,0.0,
Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,1987,47,1.62,130,84,66.2,10.0,7.0,12.0,7,24.1,4.0,3.0,1.0,0.0,25.0
Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,1990,22,0.81,65,43,69.2,17.0,6.0,4.0,13,48.1,2.0,2.0,0.0,0.0,0.0
Samir Handanović,si SVN,GK,Inter,it Serie A,1984,26,0.93,91,67,74.7,21.0,5.0,2.0,11,39.3,4.0,3.0,1.0,0.0,25.0
Dean Henderson,eng ENG,GK,Manchester Utd,eng Premier League,1997,4,0.62,25,21,84.0,5.0,1.0,0.0,3,50.0,0.0,0.0,0.0,0.0,
Sergio Herrera,es ESP,GK,Osasuna,es La Liga,1993,30,1.16,88,63,70.5,7.0,7.0,11.0,9,36.0,8.0,4.0,3.0,1.0,42.9
Marwin Hitz,ch SUI,GK,Dortmund,de Bundesliga,1987,13,1.18,31,20,64.5,6.0,2.0,3.0,5,45.5,2.0,2.0,0.0,0.0,0.0
Timo Horn,de GER,GK,Köln,de Bundesliga,1993,46,1.74,122,83,68.0,5.0,8.0,14.0,3,11.1,8.0,7.0,1.0,0.0,12.5
Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,1989,22,1.02,57,38,63.2,11.0,6.0,5.0,5,22.7,2.0,1.0,1.0,0.0,50.0
Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,1984,13,1.62,31,20,61.3,2.0,1.0,5.0,1,12.5,2.0,1.0,1.0,0.0,50.0
Sam Johnstone,eng ENG,GK,West Brom,eng Premier League,1993,57,1.97,168,116,69.0,3.0,9.0,17.0,5,17.2,8.0,5.0,1.0,2.0,16.7
Bingourou Kamara,sn SEN,GK,Strasbourg,fr Ligue 1,1996,14,1.75,31,19,58.1,2.0,0.0,6.0,2,25.0,1.0,1.0,0.0,0.0,0.0
Loris Karius,de GER,GK,Union Berlin,de Bundesliga,1993,1,0.31,5,5,80.0,1.0,2.0,0.0,2,66.7,0.0,0.0,0.0,0.0,
Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,1983,30,1.36,87,59,69.0,7.0,6.0,9.0,7,31.8,5.0,3.0,1.0,1.0,25.0
Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,1998,1,0.5,7,6,85.7,1.0,0.0,1.0,1,50.0,0.0,0.0,0.0,0.0,
Gregor Kobel,ch SUI,GK,Stuttgart,de Bundesliga,1997,41,1.52,124,85,69.4,10.0,9.0,8.0,5,18.5,5.0,3.0,2.0,0.0,40.0
Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,1999,48,1.55,133,94,70.7,5.0,13.0,13.0,3,9.7,11.0,9.0,1.0,1.0,10.0
Michael Langer,at AUT,GK,Schalke 04,de Bundesliga,1985,12,4.52,24,13,50.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,
Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,1997,50,1.79,136,90,67.6,9.0,4.0,15.0,5,17.9,7.0,6.0,1.0,0.0,14.3
Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,1985,42,1.36,107,74,67.3,13.0,10.0,8.0,7,22.6,8.0,7.0,1.0,0.0,12.5
Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,1991,23,1.1,50,30,60.0,13.0,4.0,4.0,8,38.1,3.0,3.0,0.0,0.0,0.0
Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,1993,40,1.54,96,61,65.6,7.0,8.0,11.0,6,23.1,8.0,7.0,1.0,0.0,12.5
Bernd Leno,de GER,GK,Arsenal,eng Premier League,1992,34,1.18,103,73,68.0,12.0,6.0,11.0,8,27.6,2.0,1.0,1.0,0.0,50.0
Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,1986,32,1.07,107,84,76.6,14.0,7.0,9.0,10,33.3,7.0,7.0,0.0,0.0,0.0
Niklas Lomb,de GER,GK,Leverkusen,de Bundesliga,1993,3,2.0,8,5,62.5,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,1990,31,1.0,101,76,73.3,17.0,10.0,4.0,10,32.3,7.0,4.0,2.0,1.0,33.3
Pau López,es ESP,GK,Roma,it Serie A,1994,25,1.37,66,47,66.7,10.0,3.0,5.0,4,22.2,3.0,3.0,0.0,0.0,0.0
Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,1987,32,1.35,85,57,67.1,8.0,10.0,6.0,5,20.8,4.0,4.0,0.0,0.0,0.0
Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,1995,19,0.61,85,67,78.8,19.0,9.0,3.0,17,54.8,1.0,1.0,0.0,0.0,0.0
Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,1999,1,1.0,2,1,50.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,
Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,1985,34,1.13,94,63,66.0,13.0,9.0,8.0,8,26.7,2.0,2.0,0.0,0.0,0.0
Vito Mannone,it ITA,GK,Monaco,fr Ligue 1,1988,14,1.56,30,18,60.0,5.0,1.0,3.0,2,22.2,2.0,2.0,0.0,0.0,0.0
Federico Marchetti,it ITA,GK,Genoa,it Serie A,1983,7,2.58,13,6,46.2,0.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,
Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,1992,31,1.07,131,101,78.6,13.0,5.0,11.0,14,48.3,4.0,3.0,1.0,0.0,25.0
Jordi Masip,es ESP,GK,Valladolid,es La Liga,1989,25,1.39,71,48,69.0,4.0,7.0,7.0,2,11.1,3.0,3.0,0.0,0.0,0.0
Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,1989,48,1.92,113,70,61.9,7.0,6.0,12.0,7,28.0,5.0,5.0,0.0,0.0,0.0
Edouard Mendy,sn SEN,GK,Rennes,fr Ligue 1,1992,1,1.0,1,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,
Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,1992,21,0.84,64,45,70.3,12.0,7.0,6.0,14,56.0,2.0,2.0,0.0,0.0,0.0
Alex Meret,it ITA,GK,Napoli,it Serie A,1997,20,1.54,53,36,66.0,8.0,2.0,3.0,4,30.8,2.0,2.0,0.0,0.0,0.0
Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,2000,47,1.62,148,109,73.0,13.0,3.0,13.0,9,31.0,8.0,7.0,1.0,0.0,12.5
Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,1997,4,2.0,10,7,70.0,0.0,1.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0
Antonio Mirante,it ITA,GK,Roma,it Serie A,1983,16,1.48,39,24,64.1,5.0,3.0,3.0,4,36.4,3.0,2.0,1.0,0.0,33.3
Lorenzo Montipò,it ITA,GK,Benevento,it Serie A,1996,54,1.86,130,81,60.8,7.0,9.0,13.0,7,24.1,3.0,3.0,0.0,0.0,0.0
Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,1986,42,1.45,100,61,62.0,8.0,9.0,12.0,9,31.0,4.0,4.0,0.0,0.0,0.0
Florian Müller,de GER,GK,Freiburg,de Bundesliga,1997,41,1.52,137,99,71.5,10.0,7.0,10.0,5,18.5,3.0,2.0,1.0,0.0,33.3
Juan Musso,ar ARG,GK,Udinese,it Serie A,1994,34,1.26,105,77,73.3,7.0,9.0,11.0,8,29.6,6.0,6.0,0.0,0.0,0.0
Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,1994,37,2.06,87,54,60.9,3.0,3.0,12.0,2,11.1,4.0,3.0,0.0,1.0,0.0
Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,1986,15,0.67,68,53,79.4,16.0,2.0,5.0,13,56.5,2.0,1.0,1.0,0.0,50.0
Neto,br BRA,GK,Barcelona,es La Liga,1989,6,1.0,19,14,78.9,2.0,2.0,2.0,2,33.3,2.0,2.0,0.0,0.0,0.0
Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,1986,35,1.3,107,72,68.2,20.0,4.0,3.0,7,25.9,2.0,1.0,0.0,1.0,0.0
Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,1993,19,0.66,89,74,79.8,20.0,6.0,3.0,14,48.3,3.0,1.0,2.0,0.0,66.7
Robin Olsen,se SWE,GK,Everton,eng Premier League,1990,8,1.6,20,12,65.0,2.0,1.0,2.0,1,20.0,1.0,1.0,0.0,0.0,0.0
Jonas Omlin,ch SUI,GK,Montpellier,fr Ligue 1,1994,42,1.63,116,85,73.3,10.0,8.0,9.0,2,7.4,11.0,11.0,0.0,0.0,0.0
Stefan Ortega,de GER,GK,Arminia,de Bundesliga,1992,46,1.7,145,103,71.0,6.0,5.0,16.0,6,22.2,5.0,4.0,1.0,0.0,20.0
David Ospina,co COL,GK,Napoli,it Serie A,1988,12,0.8,35,26,74.3,10.0,0.0,5.0,7,46.7,3.0,3.0,0.0,0.0,0.0
Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,1988,27,1.0,89,67,75.3,11.0,8.0,8.0,7,25.9,6.0,5.0,1.0,0.0,16.7
Fernando Pacheco,es ESP,GK,Alavés,es La Liga,1992,47,1.62,117,72,62.4,5.0,8.0,16.0,6,20.7,3.0,3.0,0.0,0.0,0.0
Alberto Paleari,it ITA,GK,Genoa,it Serie A,1992,3,2.33,8,4,62.5,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Rui Patrício,pt POR,GK,Wolves,eng Premier League,1988,38,1.31,103,73,68.9,9.0,8.0,12.0,8,27.6,7.0,6.0,1.0,0.0,14.3
Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,1992,39,1.44,112,77,67.0,7.0,9.0,11.0,5,18.5,4.0,2.0,2.0,0.0,50.0
Bailey Peacock-Farrell,nir NIR,GK,Burnley,eng Premier League,1996,5,5.0,7,2,28.6,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,1981,0,0.0,1,1,100.0,0.0,1.0,0.0,1,100.0,0.0,0.0,0.0,0.0,
Yohann Pelé,fr FRA,GK,Marseille,fr Ligue 1,1982,2,2.0,5,2,60.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Philipp Pentke,de GER,GK,Hoffenheim,de Bundesliga,1985,1,1.0,2,1,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,
Juan Pérez,es ESP,GK,Osasuna,es La Liga,1996,0,0.0,3,2,100.0,0.0,1.0,0.0,1,100.0,0.0,0.0,0.0,0.0,
Mattia Perin,it ITA,GK,Genoa,it Serie A,1992,31,1.24,111,83,76.6,7.0,10.0,8.0,6,24.0,5.0,5.0,0.0,0.0,0.0
Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,1987,1,1.0,7,5,85.7,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,
Jordan Pickford,eng ENG,GK,Everton,eng Premier League,1994,29,1.29,97,69,72.2,12.0,3.0,8.0,6,26.1,3.0,2.0,0.0,1.0,0.0
Nick Pope,eng ENG,GK,Burnley,eng Premier League,1992,35,1.21,138,106,76.8,8.0,9.0,12.0,9,31.0,3.0,3.0,0.0,0.0,0.0
Ivan Provedel,it ITA,GK,Spezia,it Serie A,1994,39,1.77,88,54,61.4,5.0,7.0,10.0,4,18.2,6.0,5.0,1.0,0.0,16.7
Anthony Racioppi,ch SUI,GK,Dijon,fr Ligue 1,1998,33,1.57,93,63,67.7,2.0,6.0,13.0,3,14.3,4.0,3.0,1.0,0.0,25.0
Rafael,br BRA,GK,Spezia,it Serie A,1982,3,2.31,9,6,66.7,0.0,0.0,1.0,1,100.0,0.0,0.0,0.0,0.0,
Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,1995,37,1.25,124,91,72.6,9.0,12.0,9.0,8,26.7,6.0,3.0,2.0,1.0,40.0
Aaron Ramsdale,eng ENG,GK,Sheffield Utd,eng Premier League,1998,52,1.73,160,112,69.4,4.0,2.0,24.0,2,6.7,4.0,3.0,0.0,1.0,0.0
Darren Randolph,ie IRL,GK,West Ham,eng Premier League,1987,2,1.0,5,3,60.0,1.0,0.0,1.0,1,50.0,0.0,0.0,0.0,0.0,
Federico Ravaglia,it ITA,GK,Bologna,it Serie A,1999,6,3.0,10,4,40.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,
Pepe Reina,es ESP,GK,Lazio,it Serie A,1982,26,1.18,78,57,73.1,14.0,3.0,5.0,7,31.8,5.0,5.0,0.0,0.0,0.0
Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,1995,28,1.0,71,45,63.4,12.0,9.0,7.0,11,39.3,3.0,2.0,1.0,0.0,33.3
Baptiste Reynet,fr FRA,GK,Nîmes,fr Ligue 1,1990,58,1.87,151,97,65.6,8.0,5.0,18.0,7,22.6,9.0,6.0,2.0,1.0,25.0
Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,1993,6,0.8,28,23,78.6,4.0,1.0,2.0,5,71.4,0.0,0.0,0.0,0.0,
Roberto,es ESP,GK,Valladolid,es La Liga,1986,13,1.3,35,24,68.6,1.0,5.0,4.0,1,10.0,3.0,2.0,0.0,1.0,0.0
Joel Robles,es ESP,GK,Betis,es La Liga,1990,25,1.39,56,37,62.5,9.0,2.0,7.0,6,33.3,5.0,4.0,1.0,0.0,20.0
Marek Rodák,sk SVK,GK,Fulham,eng Premier League,1996,3,3.0,5,2,40.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Rubén,es ESP,GKMF,Osasuna,es La Liga,1984,5,2.41,9,3,44.4,0.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
John Ruddy,eng ENG,GK,Wolves,eng Premier League,1986,0,0.0,0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
Mathew Ryan,au AUS,GK,Brighton,eng Premier League,1992,19,1.73,30,16,50.0,2.0,4.0,5.0,2,18.2,4.0,4.0,0.0,0.0,0.0
Mathew Ryan,au AUS,GK,Arsenal,eng Premier League,1992,1,1.0,8,7,87.5,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Frederik Rønnow,dk DEN,GK,Schalke 04,de Bundesliga,1992,24,2.29,64,46,68.8,0.0,4.0,6.0,1,10.0,4.0,4.0,0.0,0.0,0.0
Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,1984,14,0.93,54,40,74.1,9.0,4.0,2.0,5,33.3,0.0,0.0,0.0,0.0,
Robert Sánchez,es ESP,GK,Brighton,eng Premier League,1997,19,1.0,61,45,72.1,5.0,7.0,7.0,7,36.8,3.0,2.0,0.0,1.0,0.0
Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,1986,34,1.13,109,75,70.6,17.0,5.0,8.0,10,33.3,2.0,2.0,0.0,0.0,0.0
Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,1992,33,1.74,72,44,61.1,4.0,6.0,9.0,5,26.3,5.0,5.0,0.0,0.0,0.0
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,1992,2,2.0,5,4,80.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0
Luigi Sepe,it ITA,GK,Parma,it Serie A,1991,56,1.93,136,83,59.6,3.0,11.0,15.0,5,17.2,1.0,1.0,0.0,0.0,0.0
